,City,year,AverageTemperature
1386,Baghdad,1953,22.23925015115738
1387,Baghdad,1954,23.14524972311656
1388,Baghdad,1955,23.14958317756653
1389,Baghdad,1956,22.34166672229767
1390,Baghdad,1957,22.327083500226337
1391,Baghdad,1958,23.16633338514964
1392,Baghdad,1959,22.152500036557516
1393,Baghdad,1960,23.697833276748657
1394,Baghdad,1961,22.746083336194356
1395,Baghdad,1962,23.907999956448872
1396,Baghdad,1963,23.12199991003672
1397,Baghdad,1964,22.18658320760727
1398,Baghdad,1965,23.07758324368795
1399,Baghdad,1966,23.906916642506918
1400,Baghdad,1967,21.997583202362062
1401,Baghdad,1968,22.85683335590363
1402,Baghdad,1969,23.296999925931292
1403,Baghdad,1970,23.417249998728437
1404,Baghdad,1971,22.646833376566573
1405,Baghdad,1972,22.10566669178009
1406,Baghdad,1973,22.904000021934507
1407,Baghdad,1974,22.357666857719423
1408,Baghdad,1975,22.66850001303355
1409,Baghdad,1976,22.47900012524923
1410,Baghdad,1977,23.029666783650715
1411,Baghdad,1978,23.203416666030886
1412,Baghdad,1979,24.196333331108093
1413,Baghdad,1980,23.249416667938235
1414,Baghdad,1981,23.236833174705506
1415,Baghdad,1982,22.03125007947286
1416,Baghdad,1983,22.353416832923887
1417,Baghdad,1984,22.73758320713043
1418,Baghdad,1985,23.017666503270465
1419,Baghdad,1986,23.152333296457925
1420,Baghdad,1987,23.53891666698456
1421,Baghdad,1988,22.93775009028117
1422,Baghdad,1989,23.049416743437448
1423,Baghdad,1990,23.40591667874654
1424,Baghdad,1991,23.208999936103822
1425,Baghdad,1992,21.521999977588653
1426,Baghdad,1993,22.859500005404154
1427,Baghdad,1994,23.465833538373314
1428,Baghdad,1995,23.317999959627787
1429,Baghdad,1996,23.958000131289165
1430,Baghdad,1997,22.744250109036766
1431,Baghdad,1998,24.332999972343444
1432,Baghdad,1999,24.423583142280577
1433,Baghdad,2000,23.89633331521352
1434,Baghdad,2001,24.445916699409484
1435,Baghdad,2002,23.76475000190735
1436,Baghdad,2003,23.88000005722046
1437,Baghdad,2004,23.72149999968211
1438,Baghdad,2005,23.578333435058596
1439,Baghdad,2006,23.816249963442484
1440,Baghdad,2007,23.924750084559122
1441,Baghdad,2008,24.089500094413754
1442,Baghdad,2009,23.86733333301544
1443,Baghdad,2010,25.493916549364727
1444,Baghdad,2011,23.43750003973643
1445,Baghdad,2012,24.344833353678386
1446,Baghdad,2013,25.142874978065493
6778,Harbin,1820,2.172200006103515
6779,Harbin,1821,3.3305834329923
6780,Harbin,1822,3.3268333602746325
6781,Harbin,1823,2.7860833071867623
6782,Harbin,1824,3.789416628996531
6783,Harbin,1825,3.5593332692782087
6784,Harbin,1826,3.4764999376932777
6785,Harbin,1827,4.028500069856643
6786,Harbin,1828,3.24883339548111
6787,Harbin,1829,3.114916575113932
6788,Harbin,1830,3.3937499662240342
6789,Harbin,1831,2.3363333835601803
6790,Harbin,1832,2.543749984105428
6791,Harbin,1833,2.9314166387716933
6792,Harbin,1834,3.4512499388058977
6793,Harbin,1835,2.5136666184266407
6794,Harbin,1836,2.953666696707408
6795,Harbin,1837,2.5264166828791303
6796,Harbin,1838,3.063000021616618
6797,Harbin,1839,2.201000037272771
6798,Harbin,1840,3.350333333174388
6799,Harbin,1841,2.190333329995473
6800,Harbin,1842,3.0798334204355875
6801,Harbin,1843,3.5484166803359987
6802,Harbin,1844,3.234583375453949
6803,Harbin,1845,3.1771666239102685
6804,Harbin,1846,3.7990833625793456
6805,Harbin,1847,3.3702499138514206
6806,Harbin,1848,3.635249966303508
6807,Harbin,1849,3.653666641076406
6808,Harbin,1850,2.223583327054977
6809,Harbin,1851,1.846416728973389
6810,Harbin,1852,2.126166594584783
6811,Harbin,1853,2.2171666743755343
6812,Harbin,1854,3.5449166879653933
6813,Harbin,1855,4.124333218415578
6814,Harbin,1856,3.2748333175182345
6815,Harbin,1857,2.944249993801117
6816,Harbin,1858,3.712416637897491
6817,Harbin,1859,3.20858327460289
6818,Harbin,1860,2.0976667035420737
6819,Harbin,1861,2.45433339881897
6820,Harbin,1862,2.9812499841054283
6821,Harbin,1863,3.9329166738192245
6822,Harbin,1864,3.360083357334137
6823,Harbin,1865,2.9041665434837345
6824,Harbin,1866,3.4013333923021953
6825,Harbin,1867,3.442416657368342
6826,Harbin,1868,3.5224166490236914
6827,Harbin,1869,3.6875000397364297
6828,Harbin,1870,2.734083413441976
6829,Harbin,1871,2.910749916394552
6830,Harbin,1872,2.8345833873748774
6831,Harbin,1873,2.9245833841959636
6832,Harbin,1874,3.813749974568685
6833,Harbin,1875,3.7836666982968645
6834,Harbin,1876,3.727333340167999
6835,Harbin,1877,3.5917499930063883
6836,Harbin,1878,3.402499952117602
6837,Harbin,1879,3.2879166932900747
6838,Harbin,1880,3.526250002384186
6839,Harbin,1881,3.1199167118072513
6840,Harbin,1882,3.8137499547004694
6841,Harbin,1883,3.355250020345052
6842,Harbin,1884,2.5140832302570346
6843,Harbin,1885,3.0714999619325005
6844,Harbin,1886,3.828916608174642
6845,Harbin,1887,3.2581666289965305
6846,Harbin,1888,2.795916651725769
6847,Harbin,1889,2.9220833456516266
6848,Harbin,1890,3.9873333552678427
6849,Harbin,1891,3.4540000676314033
6850,Harbin,1892,2.1579999365806577
6851,Harbin,1893,2.6442500772476194
6852,Harbin,1894,4.144333377758662
6853,Harbin,1895,2.5902500076293946
6854,Harbin,1896,2.843333308696747
6855,Harbin,1897,3.540416612625122
6856,Harbin,1898,4.180833336512248
6857,Harbin,1899,4.327999994595846
6858,Harbin,1900,3.8086667261123655
6859,Harbin,1901,3.860750059445699
6860,Harbin,1902,3.4374999900658927
6861,Harbin,1903,4.126250004371006
6862,Harbin,1904,3.46574995970726
6863,Harbin,1905,3.9573333298365276
6864,Harbin,1906,3.193916672547658
6865,Harbin,1907,3.474333349545797
6866,Harbin,1908,3.1116667326291405
6867,Harbin,1909,2.6939166924158733
6868,Harbin,1910,2.632999968369802
6869,Harbin,1911,3.1853333323796593
6870,Harbin,1912,2.7177499517997106
6871,Harbin,1913,3.046333362897237
6872,Harbin,1914,3.8779166404406227
6873,Harbin,1915,1.7151667567888893
6874,Harbin,1916,3.1706666707197826
6875,Harbin,1917,2.7303333903948466
6876,Harbin,1918,3.2511665846506754
6877,Harbin,1919,3.6050833597183227
6878,Harbin,1920,3.856750035524368
6879,Harbin,1921,3.8683332769076024
6880,Harbin,1922,2.5448333973884583
6881,Harbin,1923,2.9973332610925034
6882,Harbin,1924,2.9940000187555946
6883,Harbin,1925,4.0687500218550365
6884,Harbin,1926,3.8300833915074666
6885,Harbin,1927,3.6066666555404665
6886,Harbin,1928,3.425333357016246
6887,Harbin,1929,3.292333309173584
6888,Harbin,1930,3.841083370367686
6889,Harbin,1931,2.706833198944727
6890,Harbin,1932,4.50466669623057
6891,Harbin,1933,3.694666685104371
6892,Harbin,1934,3.6109999709129337
6893,Harbin,1935,3.959999929666519
6894,Harbin,1936,2.802416614850362
6895,Harbin,1937,3.080666644096375
6896,Harbin,1938,3.7953334289391836
6897,Harbin,1939,4.207416739622752
6898,Harbin,1940,3.600666664361954
6899,Harbin,1941,3.257749917825063
6900,Harbin,1942,3.7463332774639126
6901,Harbin,1943,4.861833249211311
6902,Harbin,1944,4.015166732947033
6903,Harbin,1945,3.207750050942103
6904,Harbin,1946,4.078416725635528
6905,Harbin,1947,2.4404167000452675
6906,Harbin,1948,4.7259167248408
6907,Harbin,1949,4.285083273887634
6908,Harbin,1950,4.079083238999049
6909,Harbin,1951,4.0907499398390454
6910,Harbin,1952,3.308083294709524
6911,Harbin,1953,3.565666631380717
6912,Harbin,1954,3.4634166811307274
6913,Harbin,1955,4.1172499828338625
6914,Harbin,1956,2.3278332544962566
6915,Harbin,1957,3.1101666975816094
6916,Harbin,1958,3.791000053962072
6917,Harbin,1959,4.944833370566369
6918,Harbin,1960,3.644999950726827
6919,Harbin,1961,4.4555000530083975
6920,Harbin,1962,4.150833271344503
6921,Harbin,1963,4.145333222309748
6922,Harbin,1964,3.7343332851727804
6923,Harbin,1965,2.915249991734823
6924,Harbin,1966,3.4649166466395056
6925,Harbin,1967,4.507416656176249
6926,Harbin,1968,4.309166618585587
6927,Harbin,1969,2.301250089804331
6928,Harbin,1970,3.703666696707408
6929,Harbin,1971,4.295416620175044
6930,Harbin,1972,3.543416613181432
6931,Harbin,1973,3.9499166935284933
6932,Harbin,1974,3.3335833838780715
6933,Harbin,1975,5.4804167604446405
6934,Harbin,1976,3.4521666119893393
6935,Harbin,1977,3.5761665488878887
6936,Harbin,1978,4.07949994023641
6937,Harbin,1979,4.301666741371155
6938,Harbin,1980,3.4356665940284725
6939,Harbin,1981,4.057916673819224
6940,Harbin,1982,5.296333372831344
6941,Harbin,1983,4.460000053842863
6942,Harbin,1984,3.766666638851165
6943,Harbin,1985,3.6341667914390565
6944,Harbin,1986,4.189166626135508
6945,Harbin,1987,3.6281667307217913
6946,Harbin,1988,4.622333330631256
6947,Harbin,1989,5.358416636824607
6948,Harbin,1990,5.718166727542877
6949,Harbin,1991,4.6473332988421125
6950,Harbin,1992,4.609666685899099
6951,Harbin,1993,4.635916598876317
6952,Harbin,1994,4.930083383560181
6953,Harbin,1995,5.449416721582413
6954,Harbin,1996,4.816083392222722
6955,Harbin,1997,5.377083337306977
6956,Harbin,1998,5.6996666876872375
6957,Harbin,1999,4.611916624228159
6958,Harbin,2000,4.204749911308289
6959,Harbin,2001,4.460916652520498
6960,Harbin,2002,5.083416599075
6961,Harbin,2003,5.543916706820329
6962,Harbin,2004,5.429916693131129
6963,Harbin,2005,4.292999991416931
6964,Harbin,2006,4.715166657447814
6965,Harbin,2007,6.236916753371556
6966,Harbin,2008,5.843333308696747
6967,Harbin,2009,4.319499925136566
6968,Harbin,2010,3.85224998998642
6969,Harbin,2011,4.6002500028610225
6970,Harbin,2012,4.071499902327855
6971,Harbin,2013,5.616875115633011
9596,Kiev,1743,0.8949999904632568
9597,Kiev,1744,9.498624960422516
9598,Kiev,1745,-2.4837500226497653
9599,Kiev,1746,
9600,Kiev,1747,
9601,Kiev,1748,
9602,Kiev,1749,
9603,Kiev,1750,7.846272706291892
9604,Kiev,1751,8.110124972820282
9605,Kiev,1752,1.2143333543141683
9606,Kiev,1753,6.902333333710829
9607,Kiev,1754,7.01583339035511
9608,Kiev,1755,6.883583302915096
9609,Kiev,1756,7.6093332814474905
9610,Kiev,1757,7.5570000018775465
9611,Kiev,1758,5.510416626930237
9612,Kiev,1759,6.645083339092632
9613,Kiev,1760,5.906416630824407
9614,Kiev,1761,7.2800000257417565
9615,Kiev,1762,7.115499956846237
9616,Kiev,1763,6.12283330754439
9617,Kiev,1764,7.379666644076505
9618,Kiev,1765,7.287666647712389
9619,Kiev,1766,7.165166676322619
9620,Kiev,1767,6.851999924540519
9621,Kiev,1768,5.686666686932246
9622,Kiev,1769,6.81200000290821
9623,Kiev,1770,6.925250016768774
9624,Kiev,1771,6.2296667007009185
9625,Kiev,1772,7.331416716257731
9626,Kiev,1773,7.705583270631731
9627,Kiev,1774,7.4555833063324295
9628,Kiev,1775,8.220666756153106
9629,Kiev,1776,6.922666706739615
9630,Kiev,1777,6.681249968210857
9631,Kiev,1778,7.550083300883571
9632,Kiev,1779,8.071666657328604
9633,Kiev,1780,6.987249985218049
9634,Kiev,1781,7.312666615923246
9635,Kiev,1782,6.445166709204515
9636,Kiev,1783,7.1389999819000565
9637,Kiev,1784,6.916749992012978
9638,Kiev,1785,5.624833339373271
9639,Kiev,1786,6.291250039935112
9640,Kiev,1787,7.194833374757319
9641,Kiev,1788,6.492666550892095
9642,Kiev,1789,7.6702500191529595
9643,Kiev,1790,7.057083287487427
9644,Kiev,1791,7.985999978363513
9645,Kiev,1792,6.900666765938202
9646,Kiev,1793,7.172499992251396
9647,Kiev,1794,7.868666652798653
9648,Kiev,1795,7.094999959667525
9649,Kiev,1796,7.071083358794451
9650,Kiev,1797,8.421416654715935
9651,Kiev,1798,7.6176667278433845
9652,Kiev,1799,6.020666732311248
9653,Kiev,1800,6.945249987363815
9654,Kiev,1801,8.062333359241485
9655,Kiev,1802,7.950250075628361
9656,Kiev,1803,6.339833284040292
9657,Kiev,1804,6.873499994754791
9658,Kiev,1805,6.362666598290205
9659,Kiev,1806,7.496500005145868
9660,Kiev,1807,7.6123332956631975
9661,Kiev,1808,6.293666635165612
9662,Kiev,1809,5.632833337545395
9663,Kiev,1810,5.925916644374529
9664,Kiev,1811,6.846916627034545
9665,Kiev,1812,5.51150007746617
9666,Kiev,1813,6.311416631420453
9667,Kiev,1814,6.098499970975021
9668,Kiev,1815,5.716583461523055
9669,Kiev,1816,6.241333322068055
9670,Kiev,1817,6.69191664879024
9671,Kiev,1818,7.070666663765906
9672,Kiev,1819,7.044333306233089
9673,Kiev,1820,6.0847498716712
9674,Kiev,1821,6.896083319306373
9675,Kiev,1822,7.600083362102509
9676,Kiev,1823,7.336416706422965
9677,Kiev,1824,8.43866668399175
9678,Kiev,1825,6.721999981562296
9679,Kiev,1826,7.271333338186145
9680,Kiev,1827,7.671499978820482
9681,Kiev,1828,5.94525001406173
9682,Kiev,1829,5.205833374261856
9683,Kiev,1830,6.624249982476235
9684,Kiev,1831,6.248500018348296
9685,Kiev,1832,4.920333299795787
9686,Kiev,1833,6.792583240509033
9687,Kiev,1834,7.533583349357048
9688,Kiev,1835,6.2598334289789195
9689,Kiev,1836,6.984249942441782
9690,Kiev,1837,6.069749980648358
9691,Kiev,1838,5.689499997059504
9692,Kiev,1839,6.457999962409338
9693,Kiev,1840,5.476833253979684
9694,Kiev,1841,7.388499972701073
9695,Kiev,1842,6.1504166545470556
9696,Kiev,1843,7.553416663050651
9697,Kiev,1844,5.935499978105227
9698,Kiev,1845,6.27733338089784
9699,Kiev,1846,7.342499945958455
9700,Kiev,1847,6.391416722416878
9701,Kiev,1848,7.6942499987681705
9702,Kiev,1849,6.498166673501333
9703,Kiev,1850,6.820416657924652
9704,Kiev,1851,7.777499882578851
9705,Kiev,1852,6.426999926030636
9706,Kiev,1853,7.044666654805343
9707,Kiev,1854,6.838916705230872
9708,Kiev,1855,6.320333315193653
9709,Kiev,1856,6.818999902278185
9710,Kiev,1857,7.078916687647502
9711,Kiev,1858,6.285083283821741
9712,Kiev,1859,7.95783336759607
9713,Kiev,1860,7.062666730165482
9714,Kiev,1861,6.059083342909813
9715,Kiev,1862,5.461916683336099
9716,Kiev,1863,7.981333269715308
9717,Kiev,1864,5.830666663964589
9718,Kiev,1865,6.42866661922137
9719,Kiev,1866,7.377250015318393
9720,Kiev,1867,6.179666647553444
9721,Kiev,1868,7.104249917507172
9722,Kiev,1869,7.888416582783063
9723,Kiev,1870,5.814916713198026
9724,Kiev,1871,5.493916616419952
9725,Kiev,1872,8.1112499593695
9726,Kiev,1873,7.566166633129121
9727,Kiev,1874,7.173000004554788
9728,Kiev,1875,5.079833362072706
9729,Kiev,1876,6.376999997059504
9730,Kiev,1877,6.326583406587442
9731,Kiev,1878,7.81533339349033
9732,Kiev,1879,6.609333424250285
9733,Kiev,1880,6.275666695157686
9734,Kiev,1881,5.704750006924073
9735,Kiev,1882,7.728249961197377
9736,Kiev,1883,6.629666706164678
9737,Kiev,1884,6.737250008190672
9738,Kiev,1885,7.32291668963929
9739,Kiev,1886,6.939249926646551
9740,Kiev,1887,7.1029166846474014
9741,Kiev,1888,5.633749966025352
9742,Kiev,1889,6.636416670163473
9743,Kiev,1890,7.153750048999985
9744,Kiev,1891,6.8158333565791445
9745,Kiev,1892,7.126999977191289
9746,Kiev,1893,5.656333290576935
9747,Kiev,1894,6.480500060955683
9748,Kiev,1895,6.70066668621699
9749,Kiev,1896,6.482333352684975
9750,Kiev,1897,7.512166561027368
9751,Kiev,1898,6.86308338055263
9752,Kiev,1899,7.065583308517933
9753,Kiev,1900,7.0063333732783795
9754,Kiev,1901,7.582333344116807
9755,Kiev,1902,5.82225004216532
9756,Kiev,1903,8.078999945938588
9757,Kiev,1904,6.425500000258286
9758,Kiev,1905,7.353833285808563
9759,Kiev,1906,7.962416697502136
9760,Kiev,1907,5.88258338634173
9761,Kiev,1908,5.93033331489563
9762,Kiev,1909,6.792333309173583
9763,Kiev,1910,7.973333428005378
9764,Kiev,1911,6.184916651010513
9765,Kiev,1912,5.886250001465281
9766,Kiev,1913,7.770416701634725
9767,Kiev,1914,7.435250049253305
9768,Kiev,1915,6.986666720211506
9769,Kiev,1916,7.231250013907751
9770,Kiev,1917,6.278416590531667
9771,Kiev,1918,7.5652499936285125
9772,Kiev,1919,6.304249971151353
9773,Kiev,1920,7.050583397626877
9774,Kiev,1921,7.290666623433431
9775,Kiev,1922,6.672583223223686
9776,Kiev,1923,7.547833333373069
9777,Kiev,1924,6.3884999801516535
9778,Kiev,1925,8.140500019431114
9779,Kiev,1926,7.2027499937216435
9780,Kiev,1927,6.887083446780841
9781,Kiev,1928,6.072083393335343
9782,Kiev,1929,5.875499962011973
9783,Kiev,1930,7.7106666715145105
9784,Kiev,1931,6.111333338111639
9785,Kiev,1932,7.4537500245372454
9786,Kiev,1933,5.28725004084905
9787,Kiev,1934,8.118583387056987
9788,Kiev,1935,7.036666646699111
9789,Kiev,1936,8.298749914666017
9790,Kiev,1937,8.031250064571699
9791,Kiev,1938,8.449666672786076
9792,Kiev,1939,8.187000020603339
9793,Kiev,1940,5.7941666853427884
9794,Kiev,1941,5.374250027179719
9795,Kiev,1942,4.750249985973041
9796,Kiev,1943,7.141500021375716
9797,Kiev,1944,7.768916762202978
9798,Kiev,1945,6.124250034630298
9799,Kiev,1946,7.542166714360317
9800,Kiev,1947,6.962166685452064
9801,Kiev,1948,7.582083273082972
9802,Kiev,1949,7.964583337803681
9803,Kiev,1950,7.231249989072482
9804,Kiev,1951,7.560833319226901
9805,Kiev,1952,7.15241669134299
9806,Kiev,1953,6.910583240866661
9807,Kiev,1954,6.700416607266913
9808,Kiev,1955,7.3849999977151555
9809,Kiev,1956,5.671583343903223
9810,Kiev,1957,8.108833331853152
9811,Kiev,1958,7.389500070571899
9812,Kiev,1959,7.261333329916
9813,Kiev,1960,7.9057500280539195
9814,Kiev,1961,8.083916665395101
9815,Kiev,1962,7.689666687488557
9816,Kiev,1963,6.564083266019821
9817,Kiev,1964,6.998750023568671
9818,Kiev,1965,6.326916588142514
9819,Kiev,1966,8.652083310484885
9820,Kiev,1967,7.668833299517632
9821,Kiev,1968,7.134916689753532
9822,Kiev,1969,5.965833319822948
9823,Kiev,1970,7.48266658949852
9824,Kiev,1971,7.533000044614076
9825,Kiev,1972,8.002499892016251
9826,Kiev,1973,7.168666663726171
9827,Kiev,1974,7.79683331373334
9828,Kiev,1975,9.093833218554655
9829,Kiev,1976,5.957583333194255
9830,Kiev,1977,7.255916695634524
9831,Kiev,1978,6.460583351135253
9832,Kiev,1979,7.432583409686884
9833,Kiev,1980,6.159166680177052
9834,Kiev,1981,8.200999977668125
9835,Kiev,1982,7.816999990900357
9836,Kiev,1983,8.580166662216186
9837,Kiev,1984,7.311333375302453
9838,Kiev,1985,5.798250014742216
9839,Kiev,1986,7.348333337667088
9840,Kiev,1987,5.231166638890902
9841,Kiev,1988,7.245416579445203
9842,Kiev,1989,9.263083413490405
9843,Kiev,1990,8.898249969542027
9844,Kiev,1991,7.892666635207831
9845,Kiev,1992,8.06816668979327
9846,Kiev,1993,6.893499987701575
9847,Kiev,1994,7.978416712472836
9848,Kiev,1995,8.257083419362704
9849,Kiev,1996,6.99708330988884
9850,Kiev,1997,7.207083408435185
9851,Kiev,1998,7.7351665808558465
9852,Kiev,1999,8.97266665883859
9853,Kiev,2000,8.818750071525573
9854,Kiev,2001,8.423999995013078
9855,Kiev,2002,8.87483338904381
9856,Kiev,2003,7.799083417216937
9857,Kiev,2004,8.323583326558271
9858,Kiev,2005,8.38741665627559
9859,Kiev,2006,7.884499951263269
9860,Kiev,2007,9.456000054756801
9861,Kiev,2008,9.238249935939908
9862,Kiev,2009,8.819749975681304
9863,Kiev,2010,8.965000015447538
9864,Kiev,2011,8.479666673382123
9865,Kiev,2012,8.564583252867063
9866,Kiev,2013,10.33137498280406
11991,Mashhad,1832,9.864555594642958
11992,Mashhad,1833,10.479555677228504
11993,Mashhad,1834,12.017916710277397
11994,Mashhad,1835,13.108999978820483
11995,Mashhad,1836,
11996,Mashhad,1837,12.692454479694367
11997,Mashhad,1838,11.446916673103969
11998,Mashhad,1839,11.674583319624263
11999,Mashhad,1840,11.825916645492116
12000,Mashhad,1841,11.537416626969973
12001,Mashhad,1842,12.324083209097386
12002,Mashhad,1843,12.390166668375334
12003,Mashhad,1844,11.762333303610484
12004,Mashhad,1845,11.886750022461017
12005,Mashhad,1846,12.541666693985462
12006,Mashhad,1847,12.100500014057383
12007,Mashhad,1848,11.7085001013726
12008,Mashhad,1849,12.1474166589578
12009,Mashhad,1850,11.827583323160807
12010,Mashhad,1851,12.345916727224987
12011,Mashhad,1852,12.187249991675218
12012,Mashhad,1853,12.102499915113052
12013,Mashhad,1854,12.086083201388519
12014,Mashhad,1855,12.607916729450226
12015,Mashhad,1856,12.087749957288304
12016,Mashhad,1857,11.606249948094288
12017,Mashhad,1858,12.246666642179092
12018,Mashhad,1859,12.537833298405012
12019,Mashhad,1860,12.007666734039782
12020,Mashhad,1861,11.645500029464563
12021,Mashhad,1862,11.346499979813894
12022,Mashhad,1863,12.07466661193967
12023,Mashhad,1864,11.7351666724359
12024,Mashhad,1865,12.053583352237938
12025,Mashhad,1866,11.894666669209798
12026,Mashhad,1867,12.457500002880892
12027,Mashhad,1868,12.25425010023266
12028,Mashhad,1869,12.3903332631886
12029,Mashhad,1870,12.460999910811582
12030,Mashhad,1871,12.133250093420346
12031,Mashhad,1872,12.620333389451106
12032,Mashhad,1873,12.664749912997086
12033,Mashhad,1874,12.452000105341277
12034,Mashhad,1875,12.70733334846298
12035,Mashhad,1876,12.195416626880567
12036,Mashhad,1877,12.42775009132425
12037,Mashhad,1878,12.660000052849453
12038,Mashhad,1879,12.747750016967457
12039,Mashhad,1880,12.299333279013632
12040,Mashhad,1881,12.807999985506136
12041,Mashhad,1882,12.022083357572555
12042,Mashhad,1883,12.31441665184498
12043,Mashhad,1884,11.914166687726976
12044,Mashhad,1885,11.758750052948793
12045,Mashhad,1886,11.483916695694129
12046,Mashhad,1887,12.227833339432875
12047,Mashhad,1888,13.122583381175994
12048,Mashhad,1889,11.982666706845166
